2019	1	9867	901	35	91.6
2019	1	9867	902	35	85.7
2019	1	7815	701	30	75.8
2019	1	7815	702	30	61.9
2019	1	7815	703	30	84
2019	1	7812	710	30	99.1
2019	1	7812	711	30	56.2
2019	1	7812	712	30	83.3
2019	1	6674	610	30	75.4
2019	1	6674	611	30	78.5
2019	1	6674	612	30	67.6
2019	1	9567	901	45	76.7
2019	1	9453	901	45	96.8
2019	1	9342	901	45	71.9
2019	1	9342	902	45	85
2019	1	1005	1001	30	87.1
2019	1	1005	1002	30	84.2
2019	1	1004	1010	30	89.3
2019	1	1019	1010	30	93.4
2019	1	1020	1010	30	94.5
2019	2	1813	112	50	66.44
2019	2	1813	110	50	97.35
2019	2	1813	111	50	82.2754
2019	2	1653	101	55	81.775
2019	2	1653	102	45	86.802
2019	2	1653	103	45	88.35
2019	2	1653	104	48	84.15
2019	2	1653	105	50	97.902
2019	2	1653	106	35	81.135
2019	2	2082	220	35	87.18
2019	2	2082	221	36	85.11
2019	2	2176	201	52	75.936
2019	2	2176	202	53	87.92
2019	2	2176	203	50	82.422
2019	2	2176	204	48	89.824
2019	2	3294	310	40	82.942
2019	2	3294	311	40	84.075
2019	2	3294	312	40	98.34
2019	2	3294	313	40	86.145
2019	2	3294	314	40	98.875
2019	2	3294	315	35	97.664
2019	2	3979	301	30	87.135
2019	2	3979	302	30	98.988
2019	2	3979	303	30	81.775
2019	2	3818	311	40	87.072
2019	2	3245	312	40	87.135
2019	2	4567	401	50	57.743
2019	2	4312	410	45	55.22
2019	2	4412	411	30	62.445
2019	2	4412	411	30	87.86
2019	2	4412	411	30	69.85
2019	2	5506	510	50	82.764
2019	2	5506	511	50	92.805
2019	2	5506	512	45	76.152
2019	2	5890	501	45	85.49
2019	2	5678	501	40	98.56
2019	2	5678	502	40	56.721
2019	2	5678	503	40	60.116
2019	2	5423	501	35	74.442
2019	2	5423	502	35	93.408
2019	2	5423	503	35	69.495
2019	2	5423	504	34	83.552
2019	2	6542	601	55	64.047
2019	2	6542	602	55	62.496
2019	2	6123	610	50	75.785
2019	2	6123	611	50	86.95
2019	2	6123	612	45	84.112
2019	2	6789	601	40	62.382
2019	2	6789	602	40	68.656
2019	2	6789	603	38	81.84
2019	2	6789	604	35	74.015
2019	2	6324	601	35	91.264
2019	2	6324	602	35	88.447
2019	2	6324	603	30	72.094
2019	2	6324	604	30	97.328
2019	2	6324	605	30	79.52
2019	2	6678	610	45	92.815
2019	2	6678	611	45	64.602
2019	2	7845	701	30	79.856
2019	2	7845	702	30	60.94
2019	2	7123	701	30	85.45
2019	2	7123	702	30	81.312
2019	2	7123	703	30	84.17
2019	2	6745	601	40	97.216
2019	2	6745	602	39	70.566
2019	2	6745	603	38	59.94
2019	2	6678	601	50	93.594
2019	2	6678	602	50	95.682
2019	2	6678	603	45	92.682
2019	2	7823	701	30	83.674
2019	2	7823	702	30	73.815
2019	2	8756	801	30	74.784
2019	2	8756	801	30	78.318
2019	2	8756	802	30	72.094
2019	2	8123	810	30	88.368
2019	2	8123	811	25	71.82
2019	2	8099	810	40	88.414
2019	2	8100	810	40	73.188
2019	2	8967	810	40	88.445
2019	2	8967	811	40	88.236
2019	2	8967	812	40	93.43
2019	2	9867	901	35	80.76
2019	2	9867	902	35	94.27
2019	2	7815	701	30	86.412
2019	2	7815	702	30	69.947
2019	2	7815	703	30	94.92
2019	2	7812	710	30	90.992
2019	2	7812	711	30	64.63
2019	2	7812	712	30	94.129
2019	2	6674	610	30	85.202
2019	2	6674	611	30	86.35
2019	2	6674	612	30	75.036
2019	2	9567	901	45	86.671
2019	2	9453	901	45	87.448
2019	2	9342	901	45	81.247
2019	2	9342	902	45	96.05
2019	2	1005	1001	30	95.81
2019	2	1005	1002	30	95.988
2019	2	1004	1010	30	81.802
2019	2	1019	1010	30	84.608
2019	2	1020	1010	30	88.675
2019	2	1010	1001	40	78.56
2019	2	6780	601	35	91.264
2019	2	6780	602	35	88.447
2019	2	6780	603	30	72.094
2019	2	6780	604	30	97.328
2019	2	6780	605	30	79.52
2019	2	7450	701	45	81.247
2019	2	7470	702	45	96.05
2019	2	10950	1001	30	90.992
2019	2	10950	1002	30	64.63
2019	2	10950	1003	30	94.129
2019	2	7850	701	40	67.56
2019	2	7850	702	38	68.24
2019	2	7850	703	40	68.93
2019	2	8851	810	45	69.62
2019	2	8851	811	45	70.32
2019	2	8851	812	45	71.03
2019	2	8851	813	48	71.75
2019	2	8851	814	40	72.47
2019	2	9865	815	30	73.2
2019	2	9865	816	30	73.94
2019	2	9865	817	28	74.68
2019	2	9865	818	31	75.43
2019	2	10123	1011	23	76.19
2019	2	10124	1012	20	76.96
2019	2	10125	1011	18	77.73
2019	2	10126	1021	16	78.51
2019	2	10127	1032	34	79.3
2019	2	10128	1032	22	80.1

